,transcription,title,start_time,end_time,url,total_time,total_words
10,play daddy george hiccup george hiccup gone bubby george right play look george peppa george love playing,hiccups,00:01:07.680,00:01:32.960,https://www.youtube.com/watch?v=KYOWEC3Hx40&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.28,17
11,george gon throw ball catch george stop hiccuping george throw ball catch george dear george hiccup spoiling game,hiccups,00:01:35.520,00:02:01.119,https://www.youtube.com/watch?v=KYOWEC3Hx40&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.599,18
12,george know cure hiccup say rub head rub good hiccup gone peppa cure hiccup worked george wrong,hiccups,00:02:03.680,00:02:30.160,https://www.youtube.com/watch?v=KYOWEC3Hx40&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.48,17
13,know better way cure hiccup jump time leg wave arm stick tongue close eye turn time,hiccups,00:02:33.120,00:03:02.840,https://www.youtube.com/watch?v=KYOWEC3Hx40&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.72,16
14,peppa new cure worked george hiccup know cure ill piggy given shock george going scare remember game stop hiccup,hiccups,00:03:09.040,00:03:26.799,https://www.youtube.com/watch?v=KYOWEC3Hx40&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,17.759,19
15,remember pretend peppa play roughly little sorry daddy tried stop george hiccup george hiccup gone come  beaker george drink quickly,hiccups,00:03:32.080,00:04:07.760,https://www.youtube.com/watch?v=KYOWEC3Hx40&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.68,20
16,hiccup little george drink juice quickly want ,hiccups,00:04:08.159,00:04:54.840,https://www.youtube.com/watch?v=KYOWEC3Hx40&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,46.681,7
17, little brother mommy pig study lovely sunny day peppa george riding bicycle fine pumpkin   proud pumpkin pumpkin thing grow,bicycles,00:00:02.730,00:00:39.329,https://www.youtube.com/watch?v=HqYNifbUzzY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.599,19
18,probably love pumpkin pie george danny suzy rebecca peppa friend    riding bicycle george riding tricycle gain slowly let race  pumpkin race pumpkin,bicycles,00:00:40.800,00:01:06.630,https://www.youtube.com/watch?v=HqYNifbUzzY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.83,22
19,careful bump daddy sad pup got broke worry peppa ratio friend racing  pumpkin watch pumpkin look daddy pumpkin sorry daddy,bicycles,00:01:07.350,00:01:34.290,https://www.youtube.com/watch?v=HqYNifbUzzY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.94,20
20,going slowly george riding baby bike bible bike peppa got stabilizer ride stabilizer let ride hill coming peppa think,bicycles,00:01:36.799,00:02:04.500,https://www.youtube.com/watch?v=HqYNifbUzzY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.701,19
21,stay later peppa wish stabilizer bicycle daddy want stabilize anymore think ride yeah alright peppa let daddy,bicycles,00:02:05.250,00:02:25.360,https://www.youtube.com/watch?v=HqYNifbUzzY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.11,17
22,pig taking stabilizer peppa bicycle sure want ride stabilizer yes funny riding stabilizer easy like help peppa yes,bicycles,00:02:26.629,00:02:50.510,https://www.youtube.com/watch?v=HqYNifbUzzY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.881,18
23,daddy right ready steady daddy worry got really peppa peppa riding stabilizer cycling age really,bicycles,00:02:51.590,00:03:25.280,https://www.youtube.com/watch?v=HqYNifbUzzY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.69,15
24,good look look ride bike properly danny suzy rebecca need stabilizer anymore look look pumpkin looking going dear peppa squashed  pumpkin sorry squash steal,bicycles,00:03:26.030,00:04:13.379,https://www.youtube.com/watch?v=HqYNifbUzzY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,47.349,24
25,pop kick daddy mind pumpkin important thing okay future really look going promise daddy good pumpkin broken make pumpkin pie pumpkin pie  pumpkin big pumpkin pie,bicycles,00:04:14.069,00:04:39.450,https://www.youtube.com/watch?v=HqYNifbUzzY&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.381,26
26,pig little brother mommy pig secret  special box peppa peppa box thank mummy secret box secret thing thing,secrets,00:00:02.700,00:00:41.760,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,39.06,18
27,decide peppa secret box know good tell wo tell george daddy secret george secret box thing george want help,secrets,00:00:42.239,00:01:09.360,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.121,19
28,peppa george early know said box wait outside choose peppa going choose secret thing box secret box george know look inside george like know inside peppa secret box,secrets,00:01:10.110,00:01:39.090,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.98,28
29,like try guess george think peppa dinosaur george say dinosaur dinosaur big fit box george guess peppa secret box  cleaning picture daddy,secrets,00:01:40.049,00:02:07.560,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.511,22
30,secret box mummy nice peppa inside secret george tried guess right try glass inside glass head,secrets,00:02:08.009,00:02:33.090,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.081,16
31,silly daddy proper gasp okay mummy shoe nope guess eased peppa like secret herbie know box george got box george filled secret thing,secrets,00:02:34.470,00:02:58.950,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.48,23
32,george know inside peppa like know inside george box george toy dinosaur course yeah george toy dinosaur george box difficult guess peppa like secret,secrets,00:03:00.120,00:03:20.430,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,20.31,24
33,used maybe george thing box thing okay time good idea count box ready yes,secrets,00:03:21.060,00:03:39.440,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,18.38,14
34,george drum peppa trumpet nice secret thing george custard doughnut peppa box got luckily come tuck george peppa  daddy,secrets,00:03:43.080,00:04:11.519,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.439,19
35,pig like custard doughnut special box know good place hide custard doughnut guess like hide fridge special tummy hide tummy,secrets,00:04:11.910,00:04:38.150,https://www.youtube.com/watch?v=6MPWnMpLMcg&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.24,20
36, little brother  daddy dick lick lovely bright sunny day peppa family going picnic  bringing picnic basket picnic blanket bread cheese tomato,picnic,00:00:02.669,00:00:35.740,https://www.youtube.com/watch?v=7GCOGUeWaFA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,33.071,21
37,forgotten mommy job teasing mummy homemade strawberry cake everybody ready ready let look like spot picnic great outdoors run bit,picnic,00:00:37.540,00:01:11.560,https://www.youtube.com/watch?v=7GCOGUeWaFA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.02,20
38,exercise want eat nap certainly want run maybe daddy run bit tummy quite big tummy big later exercise let good idea  really hungry,picnic,00:01:11.890,00:01:33.550,https://www.youtube.com/watch?v=7GCOGUeWaFA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.66,23
39,feel quite sleepy thought wanted run bit  litter look little duck pond mummy feed duck yes feed rest bread george love feeding bread duck mummy okay want,picnic,00:01:43.750,00:02:21.180,https://www.youtube.com/watch?v=7GCOGUeWaFA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.43,27
40,bread sure sorry mr duck bread duck want food  exercise lot peppa told bread strawberry cake cake left,picnic,00:02:21.510,00:02:54.180,https://www.youtube.com/watch?v=7GCOGUeWaFA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.67,18
41,duck like  homemade strawberry cake wasp hate wasp shoo fuss  little wasp away wasp stay  fly away,picnic,00:02:54.450,00:03:12.269,https://www.youtube.com/watch?v=7GCOGUeWaFA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,17.819,17
42,stay away scram shoo wasp sting daddy away little pest  running fast wasp catch let eat cake wasp come forgot,picnic,00:03:15.270,00:03:50.100,https://www.youtube.com/watch?v=7GCOGUeWaFA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.83,20
43,leave duck think lost said run exercise  believe luckily managed hang slice strawberry cake stop daddy promised rest cake duck,picnic,00:03:50.640,00:04:13.560,https://www.youtube.com/watch?v=7GCOGUeWaFA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.92,20
44,lucky say thank  welcome time home say goodbye duck bye bye duck time,picnic,00:04:16.160,00:04:35.970,https://www.youtube.com/watch?v=7GCOGUeWaFA&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,19.81,13
45,big little brother george musical instrument   tidying house  old box attic guess inside nope musical instrument,musical instruments,00:00:02.449,00:00:41.750,https://www.youtube.com/watch?v=r1-3Cv2h23s&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,39.301,16
46,bit old dusty true violin used play little mummy play violin played long time mummy play hope forgotten mommy play violet hold like,musical instruments,00:00:47.129,00:01:22.030,https://www.youtube.com/watch?v=r1-3Cv2h23s&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.901,23
47,yes dear think meant sound like george want try like george sound quite right violet hard play peppa maybe better tin drum thank daddy,musical instruments,00:01:23.200,00:01:52.810,https://www.youtube.com/watch?v=r1-3Cv2h23s&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.61,24
48,sound better peppa love playing drum lovely yes sound nice  old accordion used play  met  remember tune george want play accordion sure george accordion,musical instruments,00:01:54.730,00:02:26.350,https://www.youtube.com/watch?v=r1-3Cv2h23s&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,31.62,24
49,quite difficult george crude difficult play drum okay george maybe george bit little play accordion daddy turbot box horn try blow hard,musical instruments,00:02:27.070,00:02:57.130,https://www.youtube.com/watch?v=r1-3Cv2h23s&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.06,22
50,sound right impossible think used able play really sound right maybe need big strong like sound right,musical instruments,00:03:01.840,00:03:26.430,https://www.youtube.com/watch?v=r1-3Cv2h23s&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.59,17
51,pap right impossible play nevermind  stick play beautifully play quite nicely say play violin play truck  play violin ,musical instruments,00:03:29.610,00:03:51.360,https://www.youtube.com/watch?v=r1-3Cv2h23s&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.75,18
52,play accordion play drum instrument george play george blowing horn mummy play horn daddy play play george play,musical instruments,00:03:51.930,00:04:21.299,https://www.youtube.com/watch?v=r1-3Cv2h23s&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,29.369,18
53,big little brother  folk worm dr fly peppa george helping  garden beautiful butterfly grandpa butterfly like flower food flower,frogs and worms and butterflies,00:00:02.669,00:00:46.860,https://www.youtube.com/watch?v=4yPLpM1TWE0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,44.191,19
54,long tongue look yes butterfly tongue longer us drink flower peppa butterfly secured flower flower  pretty want butterfly,frogs and worms and butterflies,00:00:48.110,00:01:25.170,https://www.youtube.com/watch?v=4yPLpM1TWE0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.06,18
55,kepler playing butterfly george want play george butterfly know reckoning wrong fly dear george want win want butterfly george,frogs and worms and butterflies,00:01:27.420,00:02:03.549,https://www.youtube.com/watch?v=4yPLpM1TWE0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.129,19
56,little piggy used like playing worm easy worm lie ground wriggle wriggly worm dorjan  fun wriggly worm,frogs and worms and butterflies,00:02:04.240,00:02:35.200,https://www.youtube.com/watch?v=4yPLpM1TWE0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.96,17
57,fly little butterfly look like butterfly yes peppa beautiful butterfly grandpa george wriggly worm want regular regular wrinkly bob,frogs and worms and butterflies,00:02:37.120,00:03:09.160,https://www.youtube.com/watch?v=4yPLpM1TWE0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.04,19
58,regular wiggly worm love love fun animal want look grandpa little frog play frog frandsen britches butterfly,frogs and worms and butterflies,00:03:10.690,00:03:43.030,https://www.youtube.com/watch?v=4yPLpM1TWE0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.34,17
59,wiggly worm look frog play game like difference play doll silly peppa favorite game jump muddy puddle yes frog love jumping muddy puddle let play frog froggy buggy,frogs and worms and butterflies,00:03:43.959,00:04:21.220,https://www.youtube.com/watch?v=4yPLpM1TWE0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.261,28
60,nice big muddy puddle play peppaidge george love jumping muddy puddle love jumping muddy puddle butterfly worm nice like frog best,frogs and worms and butterflies,00:04:21.550,00:04:37.240,https://www.youtube.com/watch?v=4yPLpM1TWE0&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,15.69,21
61,pet pig little brother big daddy peppa george playing mommy daddy bed peppa box old clothes daddy hat mommy dress george let open tend pee mommy daddy daddy hat,dressing up,00:00:02.030,00:00:51.020,https://www.youtube.com/watch?v=dt6WCk75MwE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,48.99,29
62,cousin hello  turn mommy dress mommy mac  shoe need shoe need look beautiful like peppa mummy makeup box powder,dressing up,00:00:52.980,00:01:43.770,https://www.youtube.com/watch?v=dt6WCk75MwE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,50.79,19
63,lovely lipstick pretty mommy pig come  time work  working computer hello peppa hello george beg pardon peppa saying hello,dressing up,00:01:49.229,00:02:16.569,https://www.youtube.com/watch?v=dt6WCk75MwE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.34,19
64, love pink yes course hello  hello  george hello  hello yes thank peppa enjoying pretending  george getting bit,dressing up,00:02:17.140,00:02:55.180,https://www.youtube.com/watch?v=dt6WCk75MwE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,38.04,17
65,bored sorry  nearly finished dad come  time goodbye   goodbye  digging garden hello george pick  ,dressing up,00:02:56.250,00:03:23.019,https://www.youtube.com/watch?v=dt6WCk75MwE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.769,14
66, exclusive kind  deep hole hope best clothes  want make pig snort ice cream ice cream peppa george muddy,dressing up,00:03:24.510,00:04:05.360,https://www.youtube.com/watch?v=dt6WCk75MwE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,40.85,18
67,clothes eat   sure yes peppa george shame got favorite ice cream peppa george,dressing up,00:04:06.080,00:04:28.910,https://www.youtube.com/watch?v=dt6WCk75MwE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.83,13
68,yes mummy pretending daddy really food,dressing up,00:04:30.110,00:04:35.480,https://www.youtube.com/watch?v=dt6WCk75MwE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,5.37,6
69,little brother big new shoe playing garden shoe lost sure maybe try garden yes looking peppa shoe  looking,new shoes,00:00:04.890,00:00:50.550,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,45.66,18
70,flowerbed peppa shoe  looking wheelbarrow peppa shoe peppa george look flowerpot peppa shoe looked peppa shoe peppa shoe,new shoes,00:00:51.170,00:01:12.360,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,21.19,18
71,lost sure poor peppa shoe getting bit old buy new pair new shoe red mummy course george got new red shoe  peppa  shoe shop hello ,new shoes,00:01:13.400,00:01:38.640,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.24,25
72,hello  like buy new shoe peppa red shoe sure lovely new shoe peppa red one course red one cheese george  playing draft george,new shoes,00:01:39.390,00:02:09.630,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.24,23
73,daddy daddy look new shoe red say red mummy like new shoe yes peppa make look smart george like new shoe like peppa new shoe like new shoe want,new shoes,00:02:10.710,00:02:34.650,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.94,29
74,bath time peppa want new shoe bath hepler pyjama new shoe peppa want wear new shoe bed peppa sure want shoe want,new shoes,00:02:35.070,00:03:01.320,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.25,22
75,new shoe puppy good night peppa george good night daddy good night daddy good night little piggy raining night garden wet  wearing boot  wearing,new shoes,00:03:01.980,00:03:28.100,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.12,24
76,boot george wearing boot peppa wearing new red shoe george going play wet grass peppa love playing wet grass want new shoe wet play wet grass george,new shoes,00:03:28.610,00:03:48.380,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,19.77,27
77,george love jumping muddy puddle peppa love jumping puddle want new shoe muddy mean daddy love jumping muddy puddle like jumping muddy puddle peppa going peppa putting,new shoes,00:03:52.660,00:04:17.209,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.549,27
78,boot jump muddy puddle wear boot,new shoes,00:04:17.780,00:04:35.810,https://www.youtube.com/watch?v=90xXHuliEEk&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,18.03,6
79,pig little brother george pink mommy pig daddy mr dinosaur look george favorite toy mr dinosaur ranger george love mr george like scare peppa mr dinosaur suppertime mr dinosaur sits george beg,mr dinosaur is lost,00:00:02.669,00:00:54.320,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,51.651,32
80,pardon george mr dinosaur gang bath time george share bath mr dinosaur good night peppa good night daddy good night george good night mr dinosaur george go bed mr dinosaur tucked george,mr dinosaur is lost,00:00:55.559,00:01:31.040,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.481,32
81,favorite game throwing mr dinosaur air catching fall peppa  playing draft win daddy peppa george george matter uncle george lost mr dinosaur,mr dinosaur is lost,00:01:32.310,00:02:07.970,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,35.66,22
82,george lost mr dinosaur worry mr dinosaur job detective daddy deep tech kiss detective important person good finding thing finding thing right peppa detective,mr dinosaur is lost,00:02:11.000,00:02:33.710,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,22.71,24
83,george detective help mr dinosaur maybe detective ask george simple question george mr dinosaur george know mr dinosaur detective try guess mr dinosaur know,mr dinosaur is lost,00:02:36.020,00:03:02.360,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.34,24
84,george mr dinosaur bath mr dinosaur bath mr dinosaur bath know know mr dinosaur george mr dinosaur bed night save hilarious mr dinosaur george bed maybe,mr dinosaur is lost,00:03:02.660,00:03:32.830,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,30.17,26
85,try garden yes garden going say mr dinosaur mr dinosaur hard mr dinosaur teddy george love throw mr dinosaur wonder time threw mr,mr dinosaur is lost,00:03:34.580,00:04:02.870,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.29,23
86,dinosaur bit high saw peppa really good detective george happy mr dinosaur maybe good idea play dinosaur near tree,mr dinosaur is lost,00:04:03.530,00:04:35.780,https://www.youtube.com/watch?v=8t1WdjVZbiE&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,32.25,19
87,pig little brother school fete today day school fete peppa love coming fete peppa friend     hello love school fete like best,the school fete,00:00:02.700,00:00:39.870,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,37.17,21
88,face painting like balloon like bouncy castle best like good choice peppa later pop pop pop later george like best dinosaur dear dinosaur fete george maybe,the school fete,00:00:41.940,00:01:10.049,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.109,26
89,dinosaur balloon sure dinosaur balloon daddy certain control face painted course teeny  painted peppa friend suzy look like tiger thank  like,the school fete,00:01:10.439,00:01:36.479,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,26.04,21
90,face suzy pussycat tiger peppa like face painted yes elephant dear know elephant tiger yes tiger peppa tiger tiger,the school fete,00:01:37.290,00:02:02.159,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,24.869,19
91,george like dinosaur girl dinosaur tiger instead good tiger yeah tiger say woof woof know tiger big cat yeah cat patti teach,the school fete,00:02:03.320,00:02:30.560,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,27.24,22
92,tiger okay tiger creep slowly tiger like lick clean dog happy hello child goodness tiger teaching proper tiger,the school fete,00:02:31.040,00:03:05.150,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,34.11,18
93,little tiger want right george dinosaur balloon let balloon hello  like balloon certainly got lot different one gravan elephant balloon,the school fete,00:03:07.850,00:03:31.610,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,23.76,20
94,come kangaroo allow monkey perfect yes got important need dinosaur balloon george dear dinosaur balloon gosh got idea long balloon,the school fete,00:03:33.110,00:04:01.850,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,28.74,20
95,watch everybody  balloon yeah guess kangaroo dream sure right dinosaur  balloon dinosaur sure,the school fete,00:04:03.400,00:04:29.090,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.69,13
96,bouncy castle peppa love bouncing bouncy castle love bouncing bouncy,the school fete,00:04:29.690,00:04:39.710,https://www.youtube.com/watch?v=IoKPhv_x00A&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,10.02,10
97, little brother pig  birthday today  birthday   breakfast bed happy birthday  peppa george  birthday card happy birthday mummy lovely birthday,mummy pig's birthday,00:00:02.700,00:00:38.910,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,36.21,19
98,surprise surprise come enjoy birthday breakfast time yummy quick ready  birthday cake  got candle come  finished birthday,mummy pig's birthday,00:00:40.140,00:01:05.939,https://www.youtube.com/watch?v=QSXi7rSrfN8&feature=youtu.be&ab_channel=UCdRyB_BAJDfo0clpilGkFzQ,25.799,17
